,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor
2642,Playto Labs,E-learning,Seed,5000000,Bangalore,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. Book a free trial for your child today at www.playtolabs.com,2021,2021.0,Pavan Ponnaganti,Inflection Point Ventures
2643,Fraazo,Food & Beverages,Series B,500000000,Mumbai,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,2021,2020.0,"Atul Kumar, Aashish Krishnatre",WestBridge Capital
2644,Arcana,Information Technology & Services,,23000000,Bangalore,Arcana offers a Privacy Stack SDK to DApp developers on EVM compatible blockchains chains to build Privacy-First products.,2021,2019.0,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary","Republic Crypto, Woodstock, DCG, Sahil Lavingia"
2645,FloCareer,Information Services,Series A,57000000,Bangalore,"The Best Skills Validation Platform that provides ""Interview As-A-Service""​.",2021,2018.0,"Mohit Jain,  Mehul Bhatt",Data Point Capital
2646,Nap Chief,Apparel & Fashion,Seed,2000000,Mumbai,India's favourite Kid's wear and Family Sleepwear D2C Brand,2021,2019.0,Raghav Gupta,Titan Capital
2647,AcknoLedger,Crypto,Seed,15000000,Mumbai,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming,2021,2021.0,Yash Dahenkar,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital"
2648,ApplicateAI,Information Technology & Services,Series A,300000000,Gurugram,"‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement.",2021,2014.0,"Madhusudan Atmakuri, Ranjeet Kumar",
2649,VLCC Health Care,"Health, Wellness & Fitness",,40000000,Gurugram,VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services,2021,1989.0,Vandana Luthra,
2650,Duroflex,Furniture,,600000000,Bangalore,"5 decades of experience, superior quality and best in class innovation help us in bringing you a wide range of mattresses, pillows, protectors and other sleep solutions.",2021,1963.0,P. C. Mathew,Norwest Venture Partners
2651,Aviom India,Financial Services,Series C,80000000,Bhilwara,AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,2021,2016.0,Kajal Ilmi,Sabre Partners
2652,Onato,Computer Software,,22000000,Bangalore,A startup solving inefficiencies in the agri supply chain,2021,2021.0,"Vedant Katiyar, Ashish Jindal","Vertex Ventures, Omnivore"
2653,Mestastop Solutions,Biotechnology,,1000000,Bangalore,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo.",2021,2018.0,Dr Arnab Roy Chowdhury,CIIE.CO
2654,SaaS Labs,SaaS,Series A,170000000,Noida,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",2021,2016.0,Gaurav Sharma,"Base 10 Partners, Eight Roads Ventures"
2655,Devnagri,Translation & Localization,Seed,6000000,Noida,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages.",2021,2017.0,"Nakul Kundra, Himanshu Sharma","enture Catalyst, IPV"
2656,CRED,Finance,Series E,2500000000,Bangalore,CRED is a credit card payment platform that rewards users with points for paying their bills.,2021,2018.0,Kunal Shah,"Tiger Global, Falcon Edge"
2657,ConveGenius,Education Management,Pre-seed,50000000,Noida,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India.,2021,2013.0,"Jairaj Bhattacharya, Shashank Pandey","BAce Capital, Heritas Capital, 3Lines Venture Capital"
2658,Totality,Entertainment,,10000000,Gurugram,"Totality with the goal of combining scalability through technology, innovation through design & retention through content.",2021,2017.0,Anshul Rustaggi,"Leo Capital, Mayfield Fund"
2659,CredAble,Financial Services,Series B,300000000,Mumbai,CredAble provides liquidity programs for enterprise supply chains.,2021,2017.0,Nirav Choksi,"Plutus Wealth, Oaks Asset Management"
2660,MarketWolf,Financial Services,Seed,55000000,Mumbai,"MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold, simple and fun.",2021,2017.0,"Vishesh Dhingra, Thomas Joseph","Anil Thadani, Ashutosh Sinha, Roy van Leeuwen"
2661,Wondrlab,Marketing & Advertising,Pre-series A,70000000,Mumbai,India's largest platform-first martech startup,2021,2020.0,Saurabh Varma,"Pi Ventures LLP, Tanas Capital, Prodapt Holdings"
2662,SUN Mobility,Automotive,,500000000,Bangalore,Provider of universal energy infrastructure and services to accelerate mass EV usage!,2021,2017.0,Chetan Maini,Vitol
2663,Tamasha,Entertainment,Pre-series A,30000000,Mumbai,"Tamasha, the next-generation interactive entertainment platform.",2021,2020.0,"Saurabh Gupta, Siddharth Swarnkar",Chiratae Ventures
2664,Revfin,Financial Services,Pre-series A,40000000,New Delhi,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers",2021,2017.0,Sameer Aggarwal,"Ruchirans Jaipuria, Rishi Kajaria"
2665,Yu Foodlabs,Food & Beverages,Pre-series A,10000000,Gurugram,Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives,2021,2020.0,"Bharat Bhalla, Varun Kapur","Manish Choksi, Varun Vakil"
2666,MergerDomo,Investment Banking,,5000000,New Delhi,MergerDomo is the one-stop Global OnLine M&A marketplace for Corporate and Business Growth,2021,2018.0,Hormazd Charna,Nadir B Godrej
2667,FarMart,Farming,Series A,100000000,Gurugram,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,2021,2015.0,"Alekh Sanghera, Mehtab Singh Hans",Matrix Partners India
2668,Questt,EdTech,Series A,67500000,Gurugram,Questt is a Free online homework app that lets teachers assign gamified homework to students.,2021,2020.0,"Akhil, Mohsin M, Rohit Pande",Celesta Capital
2669,IDfy,Information Technology & Services,Series D,100000000,Mumbai,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted.,2021,2011.0,Ashok Hariharan,"TransUnion, Blume Ventures"
2670,ClearDekho,Retail,Pre-series A,40000000,Ghaziabad,ClearDekho is India’s Leading Affordable Eyewear Brand.,2021,2016.0,"Saurabh Dayal, Shivi Singh",Aroa Ventures
2671,BookingJini,Hospitality,Pre-series A,12000000,Gurugram,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.,2021,2017.0,"Deepak Dash, Gourab Kumar Nandy, Manoj Pandia, Sibasish Mishra",Mumbai Angels Network
2672,Sourcewiz,Information Technology & Services,Seed,30000000,Gurugram,Building a platform for exporters to digitize their workflows and help them grow and manage their business.,2021,2021.0,"Divyaanshu Makkar, Vikas, Mayur","Blume, Alpha Wave Incubation"
2673,Tvasta,Mechanical Or Industrial Engineering,,4000000,Chennai,Developing new-age manufacturing and automation technologies that can increase human productivity by allowing deep personalization.,2021,2016.0,"Vidyashankar C, Parivarthan Reddy, Adithya Jain",Habitat for Humanity International
2674,Kafqa Academy,E-learning,Seed,13000000,Bangalore,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama.",2021,2021.0,Shariq Plasticwala,"Global Founders Capital, Enzia Ventures, Better Capital"
2675,Trell,Social commerce,,1000000000,Bangalore,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation,2021,2016.0,"Pulkit Agrawal, Arun Lodhi, Bimal Kartheek Rebba",Amazon
2676,Storia,Food & Beverages,Series A,60000000,Mumbai,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",2021,2016.0,Vishal Shah,Sixth Sense Ventures
2677,Clear,Computer Software,Series C,750000000,Bangalore,India’s leading FinTech SaaS platform,2021,2011.0,"Archit Gupta, Srivatsan Chari","Kora Capital, Stripe, Alua Capital"
2678,Groww,Finance,Series E,2500000000,Bangalore,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,2021,2016.0,"Lalit Keshre, Harsh Jain, Ishan Bansal, Neeraj Singh",Iconiq Growth
2679,The Indus Valley,Consumer Goods,,11000000,Chennai,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand.,2021,2016.0,"Jagadeesh Kumar, Madhumitha Udaykumar","Rukam Capital, DSG Consumer Partners, The Chennai Angels"
2680,BharatPe,Financial Services,,100000000,New Delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2021,2018.0,"Ashneer Grover, Shashvat Nakrani",MAS Financial Services
2681,Teachmint,E-learning,Series B,780000000,Bangalore,Teachmint is an education infrastructure provider and India’s largest teaching platform.,2021,2020.0,"Divyansh Bordia, Mihir Gupta","Rocketship.vc, Vulcan Capital"
2682,Porter,Logistics & Supply Chain,Series E,1000000000,Bangalore,Porter is India's Largest Marketplace for Intra-City Logistics.,2021,2014.0,"Pranav Goel, Uttam Digga, Vikas Choudhary","Tiger Global, Vitruvian Partners"
2683,O4S,Information Technology & Services,Series A,60000000,Gurugram,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,2021,2017.0,"Divay Kumar, Shreyans Sipani","Think Investments, Venture Highway"
2684,Wobb,Marketing,Pre-seed,2000000,Gurugram,The platform for marketers to find and work with influencers,2021,2020.0,Ishan Jindal,"Alok Kohli, Sanjeev Bhargava"
2685,BASIC Home Loan,Financial Services,Series A,35000000,Gurugram,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,2021,2020.0,"Atul Monga, Kalyan Josyula","Venture Catalysts, Gruhas Proptech"
2686,Siply,Financial Services,Pre-series A,32000000,Bangalore,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1",2021,2020.0,"Sousthav Chakrabarty, Anil Bhat","LetsVenture, AngelList India, Founder's Room Circle"
2687,BankSathi,Financial Services,,5000000,New Delhi,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.",2021,2020.0,Jitendra Dhaka,"Dinesh Godara, Anuj Ahuja, Aditya"
2688,Gramophone,AgriTech,,100000000,Indore,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers.",2021,2016.0,"Tauseef Khan, Harshit Gupta",Z3Partners
2689,Healofy,Femtech,Series B,60000000,Bangalore,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips,2021,2016.0,"Gaurav Aggarwal, Shubham Maheshwari","Celesta Capital, Omidyar Network India"
2690,E42,Computer Software,Series A,54000000,Pune,E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.,2021,2012.0,"Animesh Samuel, Sanjeev Menon",Pavestone Ventures
2691,Spottabl,Human Resources,Seed,4000000,Bangalore,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,2021,2017.0,"Vanishri Deshpande, Satheesh K V, Anupam Choudhari","LetsVenture, Paradigm Shift VC, Binny Bansal"
2692,DeHaat,Information Technology & Services,Series D,1150000000,Gurugram,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,2021,2012.0,"Amrendra Singh, Shyam Sundar, Adarsh Srivastav, Shashank Kumar","Sofina, Lightrock India, Temasek"
2693,Shumee,Retail,,0,Bangalore,"An Indian, mom-made toy brand passionate about making playtime development-friendly, child-safe, and sustainable. Our design philosophy is that play is 90% child and 10% toy.",2021,2014.0,Meeta Sharma Gupta,Dia Mirza
2694,Zolve,Financial Services,Series A,400000000,Bangalore,World's first cross-border Neobank,2021,2020.0,Raghunandan G,DST Global
2695,Instoried,Computer Software,,80000000,Bangalore,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.",2021,2018.0,Sharmin Ali,"Pritt Investment Partners, 9Unicorns"
2696,SportZchain,sports,Pre-seed,4000000,Mumbai,SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,2021,2021.0,Siddharth Jaiswal,"Darq Capital, Jagadeesh Atukuri"
2697,Hypto,Tech startup,Seed,30000000,Chennai,The next generation of web services that democratize access to finance for developers and businesses.,2021,2018.0,"Abhishek Rajagopal, Aravind Sriraman, Tholkappiyan Velavan",Stellaris Venture Partners
2698,CHUPPS,Foootwear,Pre-series A,11000000,Mumbai,D2C footwear brand,2021,2016.0,"Gaurav Agarwal, Yash Mukhi",Venture Catalysts
2699,Zenduty,Computer Software,Pre-series A,19000000,Bangalore,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams",2021,2019.0,"Ankur Rawal, Vishwa Krishnakumar",StartupXseed Ventures
2700,R for Rabbit,Consumer Goods,,50000000,Ahmedabad,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby.,2021,2014.0,Kunal Popat,Xponentia Capital Partners
2701,Acko,Insurance,Series D,2550000000,Bangalore,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.,2021,2016.0,"Varun Dua, Ruchi Deepak","General Atlantic, Multiples"
2702,LoveLocal,Retail,Pre-series B,180000000,Mumbai,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,2021,2015.0,Akanksha Hazari,Vulcan Capital
2703,SupplyNote,Food & Beverages,Pre-series A,12000000,Noida,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.",2021,2015.0,"Kushang, Abhishek Verma, Nitin Prakash, Harshit Mittal",Venture Catalysts
2704,Vakilsearch,Legal Services,,100000000,Chennai,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple!",2021,2010.0,Hrishikesh Datar,InCorp India
2705,Cloudphysician,Hospital & Health Care,Pre-series A,40000000,Bangalore,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,2021,2017.0,"Dr Dhruv Joshi, Dr Dileep Raman",Elevar Equity
2706,Wiggles.in,Veterinary,Pre-series A,55000000,Pune,Wiggles India is a preventative healthcare brand for all things pets!,2021,2018.0,Anushka Iyer,Anthill Ventures
2707,Avanti Finance,Financial Services,Series A2,150000000,Bangalore,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,2021,2017.0,"Nandan Nilekani, Vijay Kelkar","Oikocredit, Nomura, The Bill & Melinda Gates Foundation"
